Branch,Asset Name,Resource Category,Resource Type,Amount,Unit,Total Greenhouse Gases (t CO2-e),Billing Start date,Billing End Date,CoM or Supply Chain,Peak amount,Off-peak amount
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,9/7/2013 0:00,12/5/2013 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,6/12/2013 0:00,9/6/2013 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,9/7/2013 0:00,12/5/2013 0:00,CoM,,
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,9/24/2013 0:00,CoM,,
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Green Power,Electricity,0,kWh,0,9/25/2013 0:00,12/23/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,6/26/2013 0:00,7/25/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,7/26/2013 0:00,8/27/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,8/28/2013 0:00,9/25/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,9/26/2013 0:00,10/24/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,10/25/2013 0:00,11/25/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,11/26/2013 0:00,12/25/2013 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,12/26/2013 0:00,1/24/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,6/25/2013 0:00,7/23/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,7/24/2013 0:00,8/22/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,8/23/2013 0:00,9/23/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,9/24/2013 0:00,10/24/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,10/25/2013 0:00,11/24/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,11/25/2013 0:00,12/22/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,12/23/2013 0:00,1/23/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,1/24/2014 0:00,2/23/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,6/26/2013 0:00,7/25/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,9/26/2013 0:00,10/25/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,10/26/2013 0:00,11/26/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,11/27/2013 0:00,12/24/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,12/25/2013 0:00,1/24/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,1/25/2014 0:00,2/25/2014 0:00,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Green Power,Electricity,0,kWh,0,12/10/2013 0:00,3/12/2014 0:00,CoM,,
Community Strengthening,Community Centre - Docklands Hub,Green Power,Electricity,0,kWh,0,3/13/2014 0:00,6/12/2014 0:00,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Green Power,Electricity,0,kWh,0,12/7/2013 0:00,3/11/2014 0:00,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Green Power,Electricity,0,kWh,0,3/12/2014 0:00,6/11/2014 0:00,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Green Power,Electricity,0,kWh,0,12/7/2013 0:00,3/11/2014 0:00,CoM,,
Community Strengthening,Community Centre - Jean Mckendry,Green Power,Electricity,0,kWh,0,3/12/2014 0:00,6/11/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kensington,Green Power,Electricity,0,kWh,0,12/14/2013 0:00,3/18/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kensington,Green Power,Electricity,0,kWh,0,3/19/2014 0:00,6/18/2014 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,12/6/2013 0:00,3/7/2014 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,3/8/2014 0:00,6/6/2014 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,12/6/2013 0:00,3/7/2014 0:00,CoM,,
Community Strengthening,Community Centre - North Melbourne,Green Power,Electricity,0,kWh,0,3/8/2014 0:00,6/6/2014 0:00,CoM,,
Community Strengthening,Lease - 40 Bellair Street - Moonee Valley Learning And Employment Centre,Green Power,Electricity,0,kWh,0,12/24/2013 0:00,3/27/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,1/25/2014 0:00,2/22/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,2/23/2014 0:00,3/23/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,3/24/2014 0:00,4/24/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,4/25/2014 0:00,5/24/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,5/25/2014 0:00,6/22/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,2/24/2014 0:00,3/23/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,3/24/2014 0:00,4/22/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,4/23/2014 0:00,5/21/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,7/26/2013 0:00,8/26/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,8/27/2013 0:00,9/25/2013 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,2/26/2014 0:00,3/26/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,3/27/2014 0:00,4/28/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,4/29/2014 0:00,5/27/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,5/28/2014 0:00,6/25/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,1/10/2014 0:00,1/31/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/9/2014 0:00,CoM,0,0
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,0,0
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,0,0
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,0,0
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,0,0
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,0,0
Community Strengthening,Library - City,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,0,0
Community Strengthening,Community Centre - Docklands Hub,Green Power,Electricity,0,kWh,0,6/13/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,10/31/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,11/1/2013 0:00,11/30/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,12/1/2013 0:00,12/31/2013 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,1/1/2014 0:00,1/31/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,2/1/2014 0:00,2/28/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,3/1/2014 0:00,3/31/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,4/1/2014 0:00,4/30/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,5/1/2014 0:00,5/31/2014 0:00,CoM,,
Community Strengthening,Community Centre - Kathleen Syme,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - East Melbourne,Green Power,Electricity,0,kWh,0,6/23/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,5/22/2014 0:00,5/31/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,6/1/2014 0:00,6/30/2014 0:00,CoM,,
Community Strengthening,Library - North Melbourne,Green Power,Electricity,0,kWh,0,6/26/2014 0:00,6/30/2014 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Green Power,Electricity,0,kWh,0,8/14/2013 0:00,11/11/2013 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Green Power,Electricity,0,kWh,0,11/12/2013 0:00,2/12/2014 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Green Power,Electricity,0,kWh,0,7/29/2013 0:00,8/13/2013 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Green Power,Electricity,0,kWh,0,2/13/2014 0:00,5/15/2014 0:00,CoM,,
Customer Relations,Information - Collins Street Pillar,Green Power,Electricity,0,kWh,0,5/7/2013 0:00,8/9/2013 0:00,CoM,,
Customer Relations,Information - Collins Street Pillar,Green Power,Electricity,0,kWh,0,8/10/2013 0:00,11/4/2013 0:00,CoM,,
Customer Relations,Information - Collins Street Pillar,Green Power,Electricity,0,kWh,0,11/5/2013 0:00,2/6/2014 0:00,CoM,,
Customer Relations,Information - Collins Street Pillar,Green Power,Electricity,0,kWh,0,2/7/2014 0:00,5/8/2014 0:00,CoM,,
Customer Relations,Information - Flinders Street Pillar,Green Power,Electricity,30.52863436,kWh,0,7/1/2013 0:00,7/28/2013 0:00,CoM,,
Engineering Services,Information - Princes Bridge Pillar,Green Power,Electricity,0,kWh,0,8/8/2013 0:00,11/4/2013 0:00,CoM,,
Engineering Services,Information - Princes Bridge Pillar,Green Power,Electricity,0,kWh,0,11/5/2013 0:00,2/6/2014 0:00,CoM,,
Engineering Services,Depot - Degraves St Recycling Plant - Ross House,Green Power,Electricity,0,kWh,0,6/21/2013 0:00,11/25/2013 0:00,CoM,,
Engineering Services,Lease - Kiosk Newspaper - Swanston Street,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,9/30/2013 0:00,CoM,,
Engineering Services,Lease - Kiosk Newspaper - Swanston Street,Green Power,Electricity,0,kWh,0,10/1/2013 0:00,12/31/2013 0:00,CoM,,
Engineering Services,Pumping Station - Bent Street,Green Power,Electricity,0,kWh,0,6/19/2013 0:00,7/22/2013 0:00,CoM,,
Engineering Services,Pumping Station - Bent Street,Green Power,Electricity,0,kWh,0,7/23/2013 0:00,8/14/2013 0:00,CoM,,
Engineering Services,Pumping Station - Bent Street,Green Power,Electricity,0,kWh,0,8/15/2013 0:00,9/13/2013 0:00,CoM,,
Engineering Services,Pumping Station - Bent Street,Green Power,Electricity,0,kWh,0,9/14/2013 0:00,10/17/2013 0:00,CoM,,
Engineering Services,Pumping Station - Bent Street,Green Power,Electricity,0,kWh,0,10/18/2013 0:00,11/15/2013 0:00,CoM,,
Engineering Services,Pumping Station - Dudley Street,Green Power,Electricity,0,kWh,0,4/8/2013 0:00,7/8/2013 0:00,CoM,,
Engineering Services,Pumping Station - Dudley Street,Green Power,Electricity,0,kWh,0,7/9/2013 0:00,10/3/2013 0:00,CoM,,
Engineering Services,Pumping Station - Dudley Street,Green Power,Electricity,0,kWh,0,10/4/2013 0:00,1/8/2014 0:00,CoM,,
Engineering Services,Pumping Station - Grant Street,Green Power,Electricity,0,kWh,0,5/1/2013 0:00,7/30/2013 0:00,CoM,,
Engineering Services,Pumping Station - Grant Street,Green Power,Electricity,0,kWh,0,7/31/2013 0:00,10/28/2013 0:00,CoM,,
Engineering Services,Pumping Station - Grant Street,Green Power,Electricity,0,kWh,0,10/29/2013 0:00,1/29/2014 0:00,CoM,,
Engineering Services,Street Lighting - Docklands Network,Green Power,Electricity,0,kWh,0,6/13/2013 0:00,9/9/2013 0:00,CoM,,
Engineering Services,Street Lighting - Docklands Network,Green Power,Electricity,0,kWh,0,9/10/2013 0:00,12/9/2013 0:00,CoM,,
Engineering Services,Street Lighting - Docklands Network,Green Power,Electricity,0,kWh,0,7/1/2013 0:00,7/31/2013 0:00,CoM,,
Engineering Services,Street Lighting - Docklands Network,Green Power,Electricity,0,kWh,0,8/1/2013 0:00,8/31/2013 0:00,CoM,,
Engineering Services,Street Lighting - Docklands Network,Green Power,Electricity,0,kWh,0,9/1/2013 0:00,9/30/2013 0:00,CoM,,
